Participant,Age,Sex,Handedness,Condition,Cue,SOA,Resp,RT,Control,Q1.YesNo.resp,Q2.LeftRight.resp,Q3.PAS.resp,MergedConds,MainConds,outlier
1,23,female,right,1,No,217,2,199,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,1,No,217,2,267,1,2,1,1,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,1,No,217,2,279,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,1,No,217,2,294,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,1,No,217,2,309,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,1,No,217,2,316,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,1,No,217,2,361,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,1,No,217,2,395,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,1,No,217,2,494,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,1,No,217,2,502,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,1,No,217,2,693,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,1,No,217,2,696,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,1,No,217,2,1068,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,2,No,150,2,302,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,2,No,150,2,335,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,2,No,150,2,362,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,2,No,150,2,386,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,2,No,150,2,393,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,2,No,150,2,438,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,2,No,150,2,530,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,2,No,150,2,555,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,2,No,150,2,561,1,1,1,2,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,2,No,150,2,764,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,2,No,150,2,824,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,2,No,150,2,961,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,2,No,150,2,976,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,3,No,83,2,421,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,3,No,83,2,490,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,3,No,83,2,494,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,3,No,83,2,504,1,2,1,1,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,3,No,83,2,505,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,3,No,83,2,556,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,3,No,83,2,560,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,3,No,83,2,585,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,3,No,83,2,607,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,3,No,83,2,614,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,3,No,83,2,625,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,3,No,83,2,719,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,3,No,83,2,846,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,4,No,17,2,589,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,4,No,17,2,625,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,4,No,17,2,673,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,4,No,17,2,748,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,4,No,17,2,837,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,4,No,17,2,1189,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,4,No,17,2,1284,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,4,No,17,2,1319,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,4,No,17,8,442,1,2,1,1,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,4,No,17,8,486,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,4,No,17,8,608,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,4,No,17,8,1069,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,4,No,17,8,1086,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,5,No,0,2,531,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,5,No,0,2,793,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,5,No,0,2,850,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,5,No,0,2,902,1,2,2,1,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,5,No,0,2,1042,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,5,No,0,8,513,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,5,No,0,8,598,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,5,No,0,8,822,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,5,No,0,8,832,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,5,No,0,8,862,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,5,No,0,8,1129,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,5,No,0,8,1222,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,5,No,0,8,1423,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,6,No,-217,8,155,1,2,2,1,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,6,No,-217,8,187,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,6,No,-217,8,225,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,6,No,-217,8,231,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,6,No,-217,8,237,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,6,No,-217,8,263,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,6,No,-217,8,276,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,6,No,-217,8,333,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,6,No,-217,8,358,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,6,No,-217,8,388,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,6,No,-217,8,427,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,6,No,-217,8,715,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,6,No,-217,8,1173,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,7,No,-150,8,284,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,7,No,-150,8,301,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,7,No,-150,8,312,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,7,No,-150,8,325,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,7,No,-150,8,361,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,7,No,-150,8,364,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,7,No,-150,8,428,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,7,No,-150,8,429,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,7,No,-150,8,493,1,2,2,1,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,7,No,-150,8,516,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,7,No,-150,8,562,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,7,No,-150,8,824,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,7,No,-150,8,844,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,8,No,-83,8,389,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,8,No,-83,8,427,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,8,No,-83,8,440,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,8,No,-83,8,469,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,8,No,-83,8,504,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,8,No,-83,8,556,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,8,No,-83,8,570,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,8,No,-83,8,577,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,8,No,-83,8,635,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,8,No,-83,8,659,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,8,No,-83,8,711,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,8,No,-83,8,724,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,8,No,-83,8,740,1,2,1,1,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,9,No,-17,2,748,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,9,No,-17,2,834,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,9,No,-17,2,852,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,9,No,-17,2,1627,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,9,No,-17,8,466,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,9,No,-17,8,471,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,9,No,-17,8,545,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,9,No,-17,8,551,1,2,2,1,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,9,No,-17,8,593,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,9,No,-17,8,749,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,9,No,-17,8,762,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,9,No,-17,8,807,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,10,No,-217,2,729,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,10,No,-217,8,236,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,10,No,-217,8,346,1,2,2,1,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,10,No,-217,8,356,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,10,No,-217,8,386,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,10,No,-217,8,427,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,10,No,-217,8,475,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,10,No,-217,8,493,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,10,No,-217,8,525,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,10,No,-217,8,586,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,10,No,-217,8,653,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,10,No,-217,8,654,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,10,No,-217,8,1314,0,0,0,0,SOA217_NoCue_1Vert,NoCue,NO
1,23,female,right,11,No,-150,2,323.5376145,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,11,No,-150,2,533.0387206,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,11,No,-150,8,256.9525094,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,11,No,-150,8,291.2839189,1,2,1,1,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,11,No,-150,8,300.5667553,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,11,No,-150,8,342.3464307,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,11,No,-150,8,374.323528,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,11,No,-150,8,459.385159,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,11,No,-150,8,482.8407468,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,11,No,-150,8,503.5863092,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,11,No,-150,8,663.1773066,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,11,No,-150,8,885.0781398,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,11,No,-150,8,1038.363579,0,0,0,0,SOA150_NoCue_1Vert,NoCue,NO
1,23,female,right,12,No,-83,2,437.6625914,1,2,1,1,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,12,No,-83,2,1015.659414,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,12,No,-83,2,1236.536887,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,12,No,-83,8,214.5104171,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,12,No,-83,8,216.1117727,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,12,No,-83,8,276.1838171,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,12,No,-83,8,323.5557985,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,12,No,-83,8,337.6288075,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,12,No,-83,8,492.8700542,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,12,No,-83,8,647.1261977,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,12,No,-83,8,700.9797574,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,12,No,-83,8,911.6830595,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,12,No,-83,8,959.9557514,0,0,0,0,SOA83_NoCue_1Vert,NoCue,NO
1,23,female,right,13,No,-17,2,387.8964909,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,13,No,-17,2,422.6746885,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,13,No,-17,2,738.0573029,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,13,No,-17,2,764.0517209,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,13,No,-17,2,901.035937,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,13,No,-17,2,1403.379477,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,13,No,-17,8,488.5576707,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,13,No,-17,8,539.9642292,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,13,No,-17,8,561.7829756,1,2,2,1,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,13,No,-17,8,562.1753658,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,13,No,-17,8,653.2680778,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,13,No,-17,8,771.1340929,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,13,No,-17,8,875.7482103,0,0,0,0,SOA17_NoCue_1Vert,NoCue,NO
1,23,female,right,14,No,0,2,636,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,14,No,0,2,725,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,14,No,0,2,736,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,14,No,0,2,883,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,14,No,0,2,955,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,14,No,0,2,1010,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,14,No,0,2,1076,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,14,No,0,2,1230,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,14,No,0,2,1351,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,14,No,0,8,760,1,2,1,1,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,14,No,0,8,903,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,14,No,0,8,967,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,14,No,0,8,1617,0,0,0,0,SOA0_NoCue_NoBias,NoCue,NO
1,23,female,right,15,No,217,2,294,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,15,No,217,2,318,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,15,No,217,2,324,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,15,No,217,2,351,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,15,No,217,2,373,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,15,No,217,2,381,1,2,2,1,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,15,No,217,2,448,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,15,No,217,2,456,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,15,No,217,2,459,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,15,No,217,2,472,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,15,No,217,2,489,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,15,No,217,2,556,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,15,No,217,2,595,0,0,0,0,SOA217_NoCue_1Horiz,NoCue,NO
1,23,female,right,16,No,150,2,275,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,16,No,150,2,275,1,2,2,1,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,16,No,150,2,316,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,16,No,150,2,328,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,16,No,150,2,350,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,16,No,150,2,372,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,16,No,150,2,386,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,16,No,150,2,393,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,16,No,150,2,436,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,16,No,150,2,440,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,16,No,150,2,504,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,16,No,150,2,705,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,16,No,150,2,900,0,0,0,0,SOA150_NoCue_1Horiz,NoCue,NO
1,23,female,right,17,No,83,2,335,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,17,No,83,2,385,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,17,No,83,2,438,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,17,No,83,2,528,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,17,No,83,2,542,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,17,No,83,2,599,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,17,No,83,2,759,1,2,1,1,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,17,No,83,2,769,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,17,No,83,2,791,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,17,No,83,2,808,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,17,No,83,2,834,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,17,No,83,2,1030,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,17,No,83,2,1384,0,0,0,0,SOA83_NoCue_1Horiz,NoCue,NO
1,23,female,right,18,No,17,2,565,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,18,No,17,2,630,1,2,1,1,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,18,No,17,2,791,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,18,No,17,2,796,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,18,No,17,2,988,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,18,No,17,2,992,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,18,No,17,2,1073,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,18,No,17,2,1178,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,18,No,17,2,1216,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,18,No,17,8,653,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,18,No,17,8,754,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,18,No,17,8,982,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,18,No,17,8,982,0,0,0,0,SOA17_NoCue_1Horiz,NoCue,NO
1,23,female,right,19,Right,217,2,224,0,0,0,0,SOA217_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,19,Right,217,2,255,0,0,0,0,SOA217_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,19,Right,217,2,334,0,0,0,0,SOA217_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,19,Right,217,2,356,0,0,0,0,SOA217_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,19,Right,217,2,362,1,2,1,1,SOA217_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,19,Right,217,2,370,0,0,0,0,SOA217_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,19,Right,217,2,370,0,0,0,0,SOA217_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,19,Right,217,2,492,0,0,0,0,SOA217_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,19,Right,217,2,554,0,0,0,0,SOA217_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,19,Right,217,2,590,0,0,0,0,SOA217_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,19,Right,217,2,699,0,0,0,0,SOA217_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,19,Right,217,2,888,0,0,0,0,SOA217_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,19,Right,217,2,1267,0,0,0,0,SOA217_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,20,Right,150,2,336,1,2,2,1,SOA150_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,20,Right,150,2,360,0,0,0,0,SOA150_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,20,Right,150,2,425,0,0,0,0,SOA150_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,20,Right,150,2,454,0,0,0,0,SOA150_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,20,Right,150,2,548,0,0,0,0,SOA150_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,20,Right,150,2,608,0,0,0,0,SOA150_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,20,Right,150,2,719,0,0,0,0,SOA150_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,20,Right,150,2,727,0,0,0,0,SOA150_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,20,Right,150,2,812,0,0,0,0,SOA150_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,20,Right,150,2,902,0,0,0,0,SOA150_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,20,Right,150,2,1252,0,0,0,0,SOA150_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,20,Right,150,8,683,0,0,0,0,SOA150_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,20,Right,150,8,712,0,0,0,0,SOA150_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,21,Right,83,2,493,0,0,0,0,SOA83_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,21,Right,83,2,565,0,0,0,0,SOA83_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,21,Right,83,2,952,0,0,0,0,SOA83_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,21,Right,83,2,1022,0,0,0,0,SOA83_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,21,Right,83,2,1213,0,0,0,0,SOA83_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,21,Right,83,2,1242,0,0,0,0,SOA83_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,21,Right,83,8,506,0,0,0,0,SOA83_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,21,Right,83,8,543,0,0,0,0,SOA83_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,21,Right,83,8,574,0,0,0,0,SOA83_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,21,Right,83,8,969,0,0,0,0,SOA83_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,21,Right,83,8,1006,1,2,2,1,SOA83_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,21,Right,83,8,1434,0,0,0,0,SOA83_Incongr_1Horiz,Horiz1st,NO
1,23,female,right,21,Right,83,8,1553,0,0,0,0,SOA83_Incongr_1Horiz,Horiz1st,NO
